epoch,acc,loss,val_acc,val_loss
0,0.3374203211546833,1.7602278057395895,0.2999442741710783,1.8866466383775917
1,0.42868090145999166,1.5177760818061163,0.38102535525215936,1.6116728588677143
2,0.4694695043407715,1.4231729067049994,0.4973530231345228,1.3543245997990896
3,0.49597687136541857,1.345265641697954,0.43800501532460295,1.5183159013949055
4,0.5146818071029715,1.2899281764596005,0.4920590693454418,1.3556973338293212
5,0.5291023720805185,1.2542172730427856,0.5162998049679026,1.3370038725666165
6,0.5459960291218644,1.2217937851447107,0.5401225968070201,1.234674516810983
7,0.5507332195499531,1.193508643089008,0.495959877419784,1.3502455526954054
8,0.5613222334469958,1.1767882667882859,0.52925606015068,1.2774762167310143
9,0.5678358702866559,1.1528876865249371,0.5162998049595988,1.3029908034488595
10,0.5748719913657463,1.1459979416164818,0.5528002229033157,1.2192018681098638
11,0.577797903097109,1.1310575510699894,0.5523822792030105,1.1922700986220465
12,0.5821171061360412,1.117960733963598,0.5300919476177208,1.2968584506682415
13,0.584973353303842,1.105363832786874,0.5739760379267789,1.1522060296401966
14,0.5889442335166604,1.0993211108434287,0.5621342992809165,1.1526342502840052
15,0.59549270263888,1.0880817146800215,0.5682641404124813,1.1516862620912776
16,0.5973736458991679,1.0828138173919946,0.5345500139314572,1.2550237323620685
17,0.6006130481771991,1.071824317442021,0.5780161605069949,1.1360627005079658
18,0.6013096938263125,1.063147107967036,0.572582892170521,1.156447777710907
19,0.6064997039297506,1.0561396777328809,0.5796879353912536,1.1263845610930814
20,0.6085548085976454,1.0470691293902588,0.5853998328059057,1.1326462267068942
21,0.6073705109906232,1.0470309207056494,0.5991919754640277,1.0916593327400046
22,0.6156605942428928,1.0373363584646458,0.5795486207857342,1.1167124205228178
23,0.6123863596791878,1.0343832820430727,0.6005851212368931,1.0727506013725687
24,0.6164617367417607,1.02916964376694,0.59640568403455,1.1050413022568777
25,0.6186910028255672,1.0221863316909958,0.5592086932293118,1.1839542756940236
26,0.6195269776069946,1.019778486157108,0.5930621342826401,1.099414813581633
27,0.623219199556223,1.0140911804207142,0.5894399554027293,1.1211991649744868
28,0.6197359713002754,1.010658161267454,0.6001671774701576,1.0868147923342528
29,0.6248563168365183,1.0075681254700055,0.5926441905657274,1.1018602927437264
30,0.6267372600936919,1.0033021718964332,0.5894399554027293,1.1096159224724098
31,0.6300114946542827,0.9973948268233648,0.5891613263079435,1.0943946123588182
32,0.6305688111752343,0.9928122128250748,0.6086653663807176,1.0604813835952367
33,0.633599219761023,0.9856509444290802,0.6101978267092797,1.0653755485463454
34,0.630394649763475,0.98787884628093,0.605739760362328,1.0792514260647588
35,0.6330070709575119,0.9833455076494695,0.6099191975812787,1.0583009582503853
36,0.6341217039994151,0.985714674913637,0.6026748397882419,1.0699189852193458
37,0.6344700268250099,0.9759243593212122,0.5909724156980761,1.097851919842218
38,0.6393813786622627,0.973089309378832,0.589997213741769,1.09944197406806
39,0.6383364101891118,0.9725554043847469,0.5971022568960713,1.0754063438990549
40,0.6345048591054933,0.968049662749493,0.6113123432544986,1.0536748744811013
41,0.6366296283436974,0.9708952226834452,0.6140986347005838,1.0716803669431276
42,0.6406353408338848,0.9662454380893238,0.6168849261964918,1.056400178484546
43,0.6419241352906616,0.9599694355394761,0.6143772638451923,1.041859523570448
44,0.6399735274673309,0.9586072987694032,0.6088046809696295,1.0607346377355469
45,0.6410533282251176,0.9636442906189921,0.6065756478127612,1.0641990843573863
46,0.6499703925639768,0.9448199624667958,0.5954304820616354,1.1170043485614376
47,0.6519210003841932,0.9446468523724699,0.605321816695238,1.0666135852799903
48,0.6479849524539343,0.9515406454783331,0.6163276678740597,1.0528592013090425
49,0.6462433383301128,0.9495012946352905,0.6185567010641431,1.0678874080843432
